Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-627.0691542898        6.4630102594		42379.7736373921
-627.0664651710        6.4630102594		42353.0024420684
-627.2695838557        6.4630102594		42286.0516507676
-627.2793458167        6.4630102594		42272.9910203132
-627.3199565394        6.4630102594		42246.3186185073
-627.2641084369        6.4630102594		42258.3983777768
-627.1321869818        6.4630102594		42313.9591359501
-627.0020431648        6.4630102594		42383.4381812246
-626.9548616898        6.4630102594		42426.1028571295
-626.8956691445        6.4630102594		42437.5565118550
-627.0917073617        6.4630102594		42380.8148179797
-627.1187504974        6.4630102594		42388.6891414192
-627.0096727050        6.4630102594		42466.2516510818
-626.8792124326        6.4630102594		42550.3953833290
-626.6427915203        6.4630102594		42632.5364561606
-626.5807734960        6.4630102594		42632.1840675555
-626.6367621109        6.4630102594		42619.3210552027
-626.6359540649        6.4630102594		42643.4854279833
-626.5970500829        6.4630102594		42660.8023605157
-626.7468494330        6.4630102594		42596.8233554760
-626.8898414749        6.4630102594		42512.9804642100
-626.7866450558        6.4630102594		42515.4226886739
-626.5512089912        6.4630102594		42573.3397190727
-626.6669066930        6.4630102594		42556.0146753765
-626.7399130646        6.4630102594		42560.3758392991
-626.8204166702        6.4630102594		42554.3002587177
-626.9662703947        6.4630102594		42505.3729463064
-626.9091786058        6.4630102594		42495.1663141030
-626.7897310413        6.4630102594		42507.7652612383
-626.8049507891        6.4630102594		42492.3546740500
-626.6081055469        6.4630102594		42539.5047949664
-626.5932252253        6.4630102594		42539.3716929780
-626.9600123204        6.4630102594		42432.7007525446
-627.1775017754        6.4630102594		42355.1163822569
-627.4920187242        6.4630102594		42263.9873067267
-627.4331734678        6.4630102594		42266.0215706206
-627.1729663488        6.4630102594		42324.0508143081
-627.0410210689        6.4630102594		42359.8755595770
-626.9602363995        6.4630102594		42377.8812079798
-626.9094611887        6.4630102594		42398.0398391403
-626.9341397379        6.4630102594		42394.6710657430
-626.9090947938        6.4630102594		42366.7116814345
-627.0378999095        6.4630102594		42293.7485527878
-626.8647337908        6.4630102594		42320.9331081074
-626.9233583377        6.4630102594		42304.2934974038
-627.3273135475        6.4630102594		42199.3152262796
-627.4575091699        6.4630102594		42205.1564194892
-627.1076921275        6.4630102594		42378.9443356854
-626.7836153387        6.4630102594		42524.4321285411
-626.7056013910        6.4630102594		42556.8648534573
-626.8781277388        6.4630102594		42498.4486652019
-627.0570511292        6.4630102594		42434.7331937365
-626.8822204929        6.4630102594		42462.1808699316
-626.8164491202        6.4630102594		42475.3915010474
-626.7772309880        6.4630102594		42475.3628104914
-627.0122987452        6.4630102594		42403.2386402442
-627.2372493148        6.4630102594		42342.1093927209
-627.0922298859        6.4630102594		42383.1862177417
-627.2874035179        6.4630102594		42343.5286853275
-627.3517343897        6.4630102594		42344.2034614143
-627.2420660897        6.4630102594		42388.9359945408
-627.0232618684        6.4630102594		42431.0066686898
-627.3060706502        6.4630102594		42296.0833068458
-627.4891555751        6.4630102594		42196.9719818429
-627.4211802424        6.4630102594		42197.1944214438
-627.4330034944        6.4630102594		42210.0966130905
-626.9973396051        6.4630102594		42350.9759052751
-626.9888582308        6.4630102594		42396.8409118668
-626.9990440084        6.4630102594		42424.2710740756
-627.0416528182        6.4630102594		42425.1282637117
-627.2588783028        6.4630102594		42366.5292958994
-627.2810266621        6.4630102594		42359.0168206426
-627.1554101635        6.4630102594		42385.3923322263
-627.2298243359        6.4630102594		42342.0119883113
-626.8750626264        6.4630102594		42426.9582439737
-626.4291157716        6.4630102594		42552.4785505035
-626.7148319702        6.4630102594		42474.7384507812
-627.0438897286        6.4630102594		42358.9981448909
-626.8931917713        6.4630102594		42402.1699385146
-626.6048071176        6.4630102594		42528.7237768939
-626.6361727245        6.4630102594		42571.6347160507
-626.6742744039        6.4630102594		42595.4837238356
-626.7429861969        6.4630102594		42605.9058480118
-626.7321729142        6.4630102594		42616.5372328858
-626.6271642551        6.4630102594		42658.7818886733
-626.7413230141        6.4630102594		42622.5666342664
-626.7991527068        6.4630102594		42574.3504460640
-626.9198189264        6.4630102594		42530.5037308584
-627.1175208183        6.4630102594		42483.5073321309
-627.2416926838        6.4630102594		42458.7956534390
-627.2301839441        6.4630102594		42475.0205328948
-627.0753158667        6.4630102594		42522.3385134959
-627.1648469110        6.4630102594		42480.4010699637
-627.2448936511        6.4630102594		42422.6094245150
-627.3121159925        6.4630102594		42378.5912851744
-627.1768954360        6.4630102594		42396.1258266978
-627.0796624382        6.4630102594		42421.5044885570
-626.9931869552        6.4630102594		42463.3667050258
-626.7309607948        6.4630102594		42543.7035682180
-626.7361171514        6.4630102594		42507.3556415432
-627.2975641667        6.4630102594		42288.8531858697
-627.4818701572        6.4630102594		42174.5950965553
-627.4270898134        6.4630102594		42160.6044917824
-627.2118924704        6.4630102594		42234.1137311880
-626.9040229867        6.4630102594		42353.6344112724
-626.6400277604        6.4630102594		42459.6253648255
-626.5122114302        6.4630102594		42500.7317654354
-626.4047297970        6.4630102594		42523.5390226425
-626.7500848365        6.4630102594		42433.9201951143
-626.9229642050        6.4630102594		42361.2690661144
-627.0209924402        6.4630102594		42312.9404119644
-626.8630132228        6.4630102594		42347.2364856996
-626.9146289539        6.4630102594		42361.6957105624
-626.7059835305        6.4630102594		42453.2659897396
-626.6584620529        6.4630102594		42508.5773839555
-626.5230861353        6.4630102594		42575.6979406721
-626.3533550938        6.4630102594		42648.3858610888
-626.3224048644        6.4630102594		42684.9983745477
-626.0764357544        6.4630102594		42739.4478848596
-626.2845892346        6.4630102594		42643.4697527279
-626.6596721955        6.4630102594		42495.4282689269
-626.9181807079        6.4630102594		42409.3702013249
-626.8075949242        6.4630102594		42442.7928787986
-626.9060291666        6.4630102594		42438.8538179502
-627.0440758822        6.4630102594		42414.3684331479
-626.9437958138        6.4630102594		42460.8067619994
-626.6896038222        6.4630102594		42585.7520757941
-626.4477405992        6.4630102594		42711.2397879545
-626.5291650865        6.4630102594		42702.8760497431
-626.5837180085        6.4630102594		42668.1709751302
-626.6297410240        6.4630102594		42607.2739557411
-626.8731825866        6.4630102594		42476.2263101655
-626.9679914967        6.4630102594		42403.5871437263
-626.9147029605        6.4630102594		42407.3452755152
-626.7244723287        6.4630102594		42469.4971930887
-626.8863744513        6.4630102594		42420.6830814344
-627.1284839512        6.4630102594		42333.9596216275
-627.2267220421        6.4630102594		42308.8834140786
-627.0410820737        6.4630102594		42401.7265554693
-626.9143553114        6.4630102594		42481.3537373744
-626.8760021661        6.4630102594		42501.8554516546
-626.6163611394        6.4630102594		42573.2431329528
-626.4429825909        6.4630102594		42636.2908653842
-626.6718990293        6.4630102594		42565.4534401872
-626.8708233721        6.4630102594		42485.9771388192
-626.8254114587        6.4630102594		42500.9322130280
-626.5174568440        6.4630102594		42608.8070976869
-626.5152842664        6.4630102594		42622.7959959210
-626.5168574544        6.4630102594		42643.6629528586
-626.3474412821        6.4630102594		42700.2624803077
-626.2882421252        6.4630102594		42688.4156619471
-626.4058265646        6.4630102594		42623.5025808775
-626.5936096655        6.4630102594		42578.6215174967
-626.6790012037        6.4630102594		42552.3785038359
-626.7571304903        6.4630102594		42507.3700242551
-626.7676383636        6.4630102594		42472.0701948933
-626.8727391431        6.4630102594		42427.3096900523
-626.7156575801        6.4630102594		42475.4804345887
-626.3040970235        6.4630102594		42625.3191202826
-626.1012689120        6.4630102594		42705.4725279614
-626.1336648195        6.4630102594		42693.1997759701
-625.9414558618        6.4630102594		42758.8494443880
-625.7031905741        6.4630102594		42843.4775425837
-625.9713716470        6.4630102594		42747.9058246260
-626.2811516824        6.4630102594		42634.6974372532
-626.6074257827        6.4630102594		42513.5429953183
-626.7707786256        6.4630102594		42435.1194576887
-626.7069087641        6.4630102594		42415.5611132901
-626.5710686553        6.4630102594		42408.5989644062
-626.9962117116        6.4630102594		42280.6723593989
-627.2623872164        6.4630102594		42209.7299702216
-627.2661413459        6.4630102594		42232.3399486677
-627.1862882521        6.4630102594		42285.4336226103
-627.1816180627        6.4630102594		42307.9626437279
-627.1194101369        6.4630102594		42350.7588768983
-626.7861305701        6.4630102594		42466.1206037317
-626.5385257033        6.4630102594		42565.0075455419
-626.5447585090        6.4630102594		42603.9087167495
-626.5809497543        6.4630102594		42650.9929006577
-626.4714092046        6.4630102594		42728.3573548941
-626.4499988553        6.4630102594		42729.1885359353
-626.5202700269        6.4630102594		42650.8515774224
-626.5877179631        6.4630102594		42560.4153002461
-626.8551363674        6.4630102594		42467.0406884141
-626.7431708706        6.4630102594		42504.8524411235
-626.6254519997        6.4630102594		42546.5749214378
-626.6731770063        6.4630102594		42517.9867571027
-626.7524481217        6.4630102594		42472.9261235312
-626.9176517998        6.4630102594		42417.9750303912
-627.0585814683        6.4630102594		42373.4778027995
-627.0027891108        6.4630102594		42389.2100757054
-626.9480006328        6.4630102594		42425.3016324366
-626.9315252245        6.4630102594		42446.7451442013
-626.8765290258        6.4630102594		42462.7408924441
-626.6758029439        6.4630102594		42499.6743460573
-626.6924150116        6.4630102594		42504.3146892561
-626.4934160071        6.4630102594		42569.7610742935
-626.5341446465        6.4630102594		42546.7923944514
-626.6780180904        6.4630102594		42511.7692787729
-626.5265631584        6.4630102594		42583.7378892035
-626.3835942484        6.4630102594		42642.5209376470
-626.3872278477        6.4630102594		42621.6886293693
-626.5635275438        6.4630102594		42551.8657693492
-626.9054462097        6.4630102594		42441.0194800738
-627.1241565743        6.4630102594		42371.5407855513
-626.9138100953        6.4630102594		42424.2013963509
-626.9154382893        6.4630102594		42433.9567705356
-626.9443339278        6.4630102594		42418.7986239747
-627.0699344136        6.4630102594		42380.7861173605
-627.0823248293        6.4630102594		42383.6402266009
-626.9446824365        6.4630102594		42420.3669912995
-626.7061206709        6.4630102594		42480.1568936675
-626.7586929511        6.4630102594		42463.5709552607
-626.8233790305        6.4630102594		42430.2146361899
-626.6193081701        6.4630102594		42476.5481615457
-626.4913048263        6.4630102594		42524.3420858828
-626.5714727206        6.4630102594		42542.8458001899
-626.6241492662        6.4630102594		42553.4486372912
-626.9540236222        6.4630102594		42460.8229486737
-627.3602126361        6.4630102594		42353.4838629498
-627.4757893995        6.4630102594		42330.3778740592
-627.2006277022        6.4630102594		42406.5411472918
-626.8902993628        6.4630102594		42503.9689655638
-626.9034768099        6.4630102594		42505.2969637822
-627.0414248391        6.4630102594		42451.3978977558
-626.8946056550        6.4630102594		42461.5731101254
-627.0230951288        6.4630102594		42434.2047568285
-627.1948486225        6.4630102594		42391.3887105565
-627.1712737318        6.4630102594		42392.5366152954
-626.8116526692        6.4630102594		42487.1962710695
-626.5678827905        6.4630102594		42554.7474385802
-626.6296771309        6.4630102594		42533.2626099774
-626.7144883930        6.4630102594		42485.0644524577
-626.7343487517        6.4630102594		42468.0538910892
-626.7350743188        6.4630102594		42476.1241394854
-626.6381320105        6.4630102594		42494.7280484576
-626.8907861971        6.4630102594		42407.9068622154
-627.0532200678        6.4630102594		42339.3800586660
-626.9037681988        6.4630102594		42369.3467069913
-626.6344301680        6.4630102594		42456.6123133451
-626.9050373817        6.4630102594		42425.2574818987
-627.0283040391        6.4630102594		42409.8409100719
-627.0754735199        6.4630102594		42407.4401984228
-626.8329307605        6.4630102594		42476.6236127587
-626.5842713341        6.4630102594		42549.2446278233
-626.7216956149        6.4630102594		42515.7225290836
-626.7360621127        6.4630102594		42513.8925989634
-626.7085521961        6.4630102594		42550.6097479510
-626.6416176088        6.4630102594		42593.4740100088
-626.6553597444        6.4630102594		42579.7719445094
-626.5963454678        6.4630102594		42564.2106283096
-626.8232064924        6.4630102594		42468.8083287253
-627.1440596984        6.4630102594		42362.2563281246
-627.3305999918        6.4630102594		42331.2149743132
-627.1892205645        6.4630102594		42386.7408421673
-627.0773067609        6.4630102594		42433.5772745052
-627.0450397803        6.4630102594		42454.5679995824
-627.1082534031        6.4630102594		42440.1713844596
-627.1142404727        6.4630102594		42421.2432693441
-627.0858241845        6.4630102594		42390.2973260000
-627.1490887130        6.4630102594		42360.1816070170
-627.0915037928        6.4630102594		42381.1550312527
-627.2569985133        6.4630102594		42329.9410813360
-627.3083496210        6.4630102594		42296.6066847693
-627.3282533086        6.4630102594		42276.2060322296
-627.3626151010        6.4630102594		42249.0366777330
-627.4083411578        6.4630102594		42227.3850325822
-627.2529538772        6.4630102594		42289.2759922449
-627.0503771627        6.4630102594		42372.0460888686
-626.8022285426        6.4630102594		42446.8077504789
-626.7547003176        6.4630102594		42470.4218814967
-626.7832220398        6.4630102594		42465.7733746795
-626.7723398933        6.4630102594		42475.7350271567
-626.5336385097        6.4630102594		42570.5834242333
-626.2598211223        6.4630102594		42694.8762710099
-626.1249317322        6.4630102594		42755.0594250946
-626.1359867873        6.4630102594		42731.7412573813
-626.5293041697        6.4630102594		42603.5293327752
-626.6638858891        6.4630102594		42548.8239840715
-626.4683795351        6.4630102594		42601.8472925271
-626.4094530339        6.4630102594		42629.3738584140
-626.5994449699        6.4630102594		42573.9032595378
-626.5188910449        6.4630102594		42598.6676091412
-626.2442693721        6.4630102594		42687.7388408289
-626.2207861166        6.4630102594		42704.6649913049
-626.2291081687        6.4630102594		42687.5624469470
-626.6582966529        6.4630102594		42553.9137377681
-626.8514072964        6.4630102594		42485.5550919462
-627.0045421087        6.4630102594		42412.1484792468
-627.1997005094        6.4630102594		42318.3937022547
-627.0860882009        6.4630102594		42332.4807018892
-626.9029073985        6.4630102594		42427.7753311105
-626.9324684477        6.4630102594		42461.1468711028
-627.0203888564        6.4630102594		42466.2409699354
-627.0739802452        6.4630102594		42469.9606161550
-626.9431139876        6.4630102594		42511.4925421891
-626.7886132746        6.4630102594		42593.6251457742
-626.6536599499        6.4630102594		42669.1155947653
-626.8359631537        6.4630102594		42593.7567414033
-627.1430660195        6.4630102594		42463.8304208538
-627.1128643125        6.4630102594		42451.0941457774
-627.0028849340        6.4630102594		42474.9385802135
-627.2914208719        6.4630102594		42356.5442156590
-627.2576072460        6.4630102594		42330.9160013711
-627.1104250253        6.4630102594		42403.8609805037
-626.8912511724        6.4630102594		42471.1287392029
-626.9037364498        6.4630102594		42488.6281922624
-626.9280610814        6.4630102594		42539.7131631578
-626.6547427176        6.4630102594		42648.2283826936
-626.7240154678        6.4630102594		42617.8688543253
-626.9478925202        6.4630102594		42536.8377077982
-626.8506148885        6.4630102594		42550.7985911170
-626.8014373116        6.4630102594		42553.2787548217
-626.9903135777        6.4630102594		42467.9613381845
-627.1937967491        6.4630102594		42385.5658081264
-627.2410741403        6.4630102594		42376.5830686365
-627.2471236768        6.4630102594		42392.2434152477
-627.1521015418        6.4630102594		42418.7594125016
-627.0202721921        6.4630102594		42425.5672883853
-626.8537930805        6.4630102594		42450.5382290758
-626.8874881267        6.4630102594		42436.1193578197
-627.0433413500        6.4630102594		42381.6244818065
-626.9206455112        6.4630102594		42391.7092508746
-627.0088704010        6.4630102594		42332.2237330518
-627.1161841434        6.4630102594		42277.9450110666
-627.1600896035        6.4630102594		42267.3955321133
-627.3007674264        6.4630102594		42242.8500000187
-627.2599027720        6.4630102594		42269.6794459123
-626.9882458470        6.4630102594		42348.0727824800
-626.2007176745        6.4630102594		42533.8376358370
-626.8469839721        6.4630102594		42415.9712735471
-627.1446179980        6.4630102594		42314.9176870073
-627.1491633318        6.4630102594		42247.8392709003
-627.1830994406        6.4630102594		42252.8780088255
-627.8745022702        6.4630102594		42014.4635950845
-627.7942844040        6.4630102594		41990.0870666002
-627.4529392803        6.4630102594		42013.0033986820
-628.4110934304        6.4630102594		41749.0783455434
-628.2407018333        6.4630102594		41812.2083062672
-628.3806521047        6.4630102594		41796.0210450666
-628.2723208345        6.4630102594		41845.7030266859
-628.2376184375        6.4630102594		41907.6130224422
-627.8012242336        6.4630102594		42111.5836067202
-627.8167941164        6.4630102594		42140.6474461828
-627.3680495519        6.4630102594		42311.4850679867
-627.2178947159        6.4630102594		42383.9595152908
-626.7173387082        6.4630102594		42530.8854772060
-626.6054877638        6.4630102594		42587.8321975271
-626.8664734821        6.4630102594		42519.6687065238
-627.1563611363        6.4630102594		42424.4773271479
-626.8288078513        6.4630102594		42534.1287085860
-626.8351717442        6.4630102594		42513.1767300130
-627.1488900817        6.4630102594		42353.6192791626
-627.3208563152        6.4630102594		42252.0439289962
-627.2554734256        6.4630102594		42211.3835775718
-627.3263085158        6.4630102594		42169.4611209069
-627.5365039542        6.4630102594		42162.8125406071
-627.4657344539        6.4630102594		42239.9707016030
-627.4347134729        6.4630102594		42284.0708177613
-627.4043145592        6.4630102594		42297.7337176551
-627.0360537154        6.4630102594		42398.8050453616
-627.1243940060        6.4630102594		42392.9436478159
-626.9587356281        6.4630102594		42449.6587756464
-626.9031010565        6.4630102594		42472.0870907933
-626.9058177577        6.4630102594		42451.5548660843
-627.2940052136        6.4630102594		42333.5698672459
-627.5203412965        6.4630102594		42265.7902508724
-627.4799757848        6.4630102594		42282.1980846161
-627.2776383981        6.4630102594		42347.2261625484
-626.9971202822        6.4630102594		42471.5408901730
-626.6294190946        6.4630102594		42616.7559532996
-626.3536393481        6.4630102594		42726.4055705490
-626.4936367359        6.4630102594		42686.2400237431
-626.6370026558        6.4630102594		42607.8087413806
-626.6481040545        6.4630102594		42549.1370266874
-626.8546015535        6.4630102594		42452.9770972737
-627.1341436212        6.4630102594		42329.1250880097
-627.2074725688        6.4630102594		42272.8992868045
-627.1036455701        6.4630102594		42302.2961378055
-627.0837697419        6.4630102594		42291.9900936962
-627.1332565668        6.4630102594		42263.1745822445
-627.1109288233        6.4630102594		42296.0779016504
-626.7672754603        6.4630102594		42437.3407166708
-626.6926912242        6.4630102594		42516.9594813832
-626.6029379280        6.4630102594		42573.1108865936
-626.5840362055        6.4630102594		42576.4372214410
-626.5507291863        6.4630102594		42533.6149043128
-626.9451444335        6.4630102594		42413.6814176837
-626.8934070921        6.4630102594		42446.8778206573
-626.7479500076        6.4630102594		42512.2367950638
-626.7135897277        6.4630102594		42533.9053501625
-626.6014686779        6.4630102594		42571.5441207468
-626.6953763837        6.4630102594		42530.6670764195
-626.7626448941        6.4630102594		42474.0448802831
-626.7211268111        6.4630102594		42433.0022647133
-627.0945446855        6.4630102594		42294.7001412343
-627.0032549885        6.4630102594		42312.6085253625
-626.5607783521        6.4630102594		42485.5679628579
-626.2628131650        6.4630102594		42617.5252866161
-626.3675086151        6.4630102594		42583.1049327284
-626.5076747377        6.4630102594		42525.1082509201
-626.7753744862        6.4630102594		42441.1879063844
-627.0165717239        6.4630102594		42380.2172624160
-626.8241994513        6.4630102594		42450.8813628520
-626.4903642650        6.4630102594		42553.6269461086
-626.5980106341        6.4630102594		42509.0271702123
-626.7686228602        6.4630102594		42447.1634231435
-626.7931882685        6.4630102594		42440.1278119220
-626.6940099645        6.4630102594		42490.6361594868
-626.7285723241        6.4630102594		42512.6379547263
-626.8991132936        6.4630102594		42471.7170590767
-626.9698640571        6.4630102594		42462.1406674274
-626.8921410285        6.4630102594		42512.4510609145
-626.7666849424        6.4630102594		42574.7135696297
-626.9895148910        6.4630102594		42505.2621370140
-627.1746913476        6.4630102594		42433.6354826311
-627.1681379945        6.4630102594		42405.1398639456
-627.1916043853        6.4630102594		42381.2172028879
-627.2003988834        6.4630102594		42383.6684200730
-627.1918991715        6.4630102594		42398.8630491323
-627.1559325155        6.4630102594		42403.8800389557
-626.9628047924        6.4630102594		42427.0772009890
-626.9215447627        6.4630102594		42425.0680133176
-627.0774154696        6.4630102594		42387.3331013759
-627.1389445878        6.4630102594		42388.0753280953
-626.7895474361        6.4630102594		42512.0286156100
-626.3157834490        6.4630102594		42678.0085636962
-625.9836428111        6.4630102594		42772.4042857780
-626.0800150866        6.4630102594		42712.9092288559
-626.7026553683        6.4630102594		42476.4701836677
-626.8609866280        6.4630102594		42374.7897992691
-626.9003718941        6.4630102594		42326.0656570720
-626.9555103102        6.4630102594		42286.8494578431
-627.1750739362        6.4630102594		42222.9160137681
-627.3432359642        6.4630102594		42179.0644466064
-627.4497574178        6.4630102594		42170.0032714363
-627.4082166048        6.4630102594		42227.5349754578
-627.1508751494        6.4630102594		42365.6776929894
-626.5830774701        6.4630102594		42575.5149056561
-626.2383356596        6.4630102594		42700.9600248124
-626.3698188414        6.4630102594		42689.2342004613
-626.3781892580        6.4630102594		42697.3153501603
-626.3194792930        6.4630102594		42725.7202098025
-626.4522782798        6.4630102594		42706.4382418600
-626.5613603799        6.4630102594		42666.4191647238
-626.7344038347        6.4630102594		42592.1492403282
-627.0187528801        6.4630102594		42507.4151513457
-627.0432677900        6.4630102594		42503.2925854454
-626.7263795108        6.4630102594		42589.9310268732
-626.6889331400        6.4630102594		42612.6403375985
-626.7367307225        6.4630102594		42619.1569390304
-626.8551301433        6.4630102594		42578.9497480602
-626.9813498510        6.4630102594		42513.3313158757
-627.2013062382        6.4630102594		42394.1829254247
-627.4229811953        6.4630102594		42263.4210774474
-627.1866302352        6.4630102594		42299.4177486831
-627.1638441653        6.4630102594		42341.5130797479
-627.2180701587        6.4630102594		42351.2790111517
-627.1198899607        6.4630102594		42364.2572687803
-627.0982320529        6.4630102594		42361.7069231619
-627.3722121264        6.4630102594		42279.5255009663
-627.4490405430        6.4630102594		42256.4260845976
-627.1686793212        6.4630102594		42360.7175246766
-626.9217818457        6.4630102594		42455.4930986402
-627.0521471400        6.4630102594		42416.7962008066
-627.3799497119        6.4630102594		42311.8475653016
-627.3864341546        6.4630102594		42313.0570179698
-627.0341498883        6.4630102594		42434.7883731903
-626.7283830277        6.4630102594		42565.1802775224
-626.5080233681        6.4630102594		42661.5913597190
-626.6221186474        6.4630102594		42640.9453827028
-626.6438873918        6.4630102594		42610.4926805415
-626.8729576078        6.4630102594		42496.6725568487
-627.2102707437        6.4630102594		42362.1642187297
-627.4881645549        6.4630102594		42286.9596044197
-627.4668450455        6.4630102594		42317.4860112829
-627.2448120859        6.4630102594		42408.3959332727
-627.0493030017        6.4630102594		42495.6025370768
-626.9615963814        6.4630102594		42541.0514663685
-626.9105271821        6.4630102594		42544.5768562706
-626.8779010126        6.4630102594		42523.4871947892
-626.7547465210        6.4630102594		42543.1654664941
-626.8041464034        6.4630102594		42527.5924713206
-626.9938392430        6.4630102594		42465.9252040354
-627.3087065460        6.4630102594		42369.2899407819
-627.4320163661        6.4630102594		42320.5809048709
-627.2479628221        6.4630102594		42370.7770443218
-626.6639373605        6.4630102594		42533.3538547863
-626.5644740952        6.4630102594		42582.6899734339
-626.6140863041        6.4630102594		42572.3813173971
-626.5966718922        6.4630102594		42564.9659286080
-626.8795438958        6.4630102594		42460.3358712246
-627.0738145206        6.4630102594		42383.2296049342
-626.9894098531        6.4630102594		42421.6212066084
-626.7670753402        6.4630102594		42529.5172950481
-626.7329405920        6.4630102594		42564.5137920167
-626.8679644400        6.4630102594		42535.8371173484
-626.7491953692        6.4630102594		42585.0197495114
-626.5837489407        6.4630102594		42636.7030529851
-626.4233419876        6.4630102594		42657.2368080704
-626.3527957523        6.4630102594		42664.4189303993
-626.6019869208        6.4630102594		42577.2962010620
-626.9993559063        6.4630102594		42420.4726593939
-627.0239920586        6.4630102594		42372.3063193456
-626.7817773046        6.4630102594		42426.2737255581
-626.7104531862        6.4630102594		42448.5394304215
-627.1142810714        6.4630102594		42335.3664643471
-627.3903710644        6.4630102594		42278.3276764745
-627.3162825913        6.4630102594		42351.7602732089
-626.8944129562        6.4630102594		42521.5513190814
-626.4240593446        6.4630102594		42689.9321900344
-626.4391928616        6.4630102594		42667.4303010739
-626.8772673047        6.4630102594		42475.4111099943
-627.1913374271        6.4630102594		42349.2705354022
-627.1980548551        6.4630102594		42375.6833210781
-626.9676079984        6.4630102594		42460.1098324014
-626.9964440351        6.4630102594		42439.0143087488
-627.0905467063        6.4630102594		42425.0033940446
-626.9806972551        6.4630102594		42505.7499328017
-626.8598133726        6.4630102594		42579.1728443751
-626.7980605215        6.4630102594		42603.5823056436
-626.7216443986        6.4630102594		42630.3510090231
-626.5604136286        6.4630102594		42663.5313518983
-626.4063376091        6.4630102594		42685.9794061051
-626.6128412135        6.4630102594		42601.3945850668
-626.8442054055        6.4630102594		42506.8916841273
-627.0085840125        6.4630102594		42437.3616138680
-627.3142336295        6.4630102594		42314.0858375218
-627.4859482294        6.4630102594		42242.3321616960
-627.2115856830        6.4630102594		42310.5781409633
-626.8378711946        6.4630102594		42435.8577955531
-626.6076605424        6.4630102594		42532.5041212252
-626.5570422707        6.4630102594		42553.0600308840
-626.5053743164        6.4630102594		42575.6220208019
-626.4137928619        6.4630102594		42622.9386131497
-626.2980925502        6.4630102594		42680.7467918654
-626.2326453805        6.4630102594		42697.8631362532
-626.3072206397        6.4630102594		42657.4756670685
-626.6887928877        6.4630102594		42518.5032173780
-626.9842344760        6.4630102594		42416.3883318254
-627.0731742883        6.4630102594		42409.0883018154
-626.8312269286        6.4630102594		42506.2528195510
-626.4536205703        6.4630102594		42631.2791647284
-626.3247613314        6.4630102594		42654.1823956158
-626.5081163319        6.4630102594		42590.1759575227
-626.5687515779        6.4630102594		42566.5225290358
-626.6006699956        6.4630102594		42569.2505924111
-626.6715042759        6.4630102594		42548.1981965920
-626.8346648501        6.4630102594		42485.6373297014
-627.0236783349        6.4630102594		42410.9396796317
-627.2120365175        6.4630102594		42327.3439541768
-627.5409805245        6.4630102594		42203.9949897935
-627.5984589656        6.4630102594		42164.3905260461
-627.5666230459        6.4630102594		42169.3240598882
-627.5720003008        6.4630102594		42185.2994734351
-627.5206437531        6.4630102594		42228.2566139972
-627.3058777128        6.4630102594		42313.8665143345
-627.1016186348        6.4630102594		42378.1116431773
-626.8529902237        6.4630102594		42444.1854976269
-626.6283249105        6.4630102594		42505.8641689654
-626.4979461732        6.4630102594		42538.7657979828
-626.8106324404        6.4630102594		42459.7691318192
-626.9688879746        6.4630102594		42399.0152707429
-627.1062386789        6.4630102594		42346.4842993557
-627.0979365258        6.4630102594		42350.0593338111
-627.0219094104        6.4630102594		42408.8772485235
-626.9813163098        6.4630102594		42439.2632242599
-627.1189904045        6.4630102594		42388.8550828035
-627.1123183757        6.4630102594		42373.2787197016
-627.0433004063        6.4630102594		42384.7776087116
-627.0619501123        6.4630102594		42387.7761371100
-626.9994138022        6.4630102594		42429.5390430565
-627.0752396125        6.4630102594		42437.8751143655
-627.0037636523        6.4630102594		42476.6215473648
-626.8563378912        6.4630102594		42530.8056817193
-626.8175015141        6.4630102594		42531.7860249343
-626.8701290061        6.4630102594		42508.4506559435
-626.7952883310        6.4630102594		42523.8522832916
-626.8193689416        6.4630102594		42496.9674956117
-626.8939793834        6.4630102594		42443.2236865867
-627.1564237607        6.4630102594		42361.8681665852
-627.2003865771        6.4630102594		42353.1298876455
-627.0343436131        6.4630102594		42385.3702104356
-627.1102286644        6.4630102594		42318.5646848264
-627.2043169070        6.4630102594		42255.2467687985
-627.4997504496        6.4630102594		42172.3621899133
-627.6739021265        6.4630102594		42127.0906959602
-627.6155956101        6.4630102594		42166.4018838349
-627.2909466895        6.4630102594		42290.4429375646
-627.1255928566        6.4630102594		42348.0587092614
-627.1778355326        6.4630102594		42318.6852550012
-627.3619293660        6.4630102594		42257.2198845901
-627.2815323203        6.4630102594		42284.1405335371
-627.0617066100        6.4630102594		42357.3475909794
-626.7599292840        6.4630102594		42452.7096163889
-626.6488239144        6.4630102594		42505.8874808243
-626.8374542432        6.4630102594		42449.6953820264
-627.0178498454        6.4630102594		42371.3048486179
-626.9413026389        6.4630102594		42391.0999864539
-626.6914384544        6.4630102594		42489.2092105281
-626.5810862219        6.4630102594		42542.3558811962
-626.4460221032        6.4630102594		42578.1692950993
-626.2236195444        6.4630102594		42632.4106619906
-626.2470616706        6.4630102594		42606.1780912048
-626.7681831696        6.4630102594		42467.5984954590
-626.9098320319        6.4630102594		42442.0554843166
-626.6765492464        6.4630102594		42539.5606135938
