Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-640.2915378115        6.4630102594		29653.7995706251
-640.1162522288        6.4630102594		29708.2509465417
-640.2746163116        6.4630102594		29676.8343519558
-640.4285280095        6.4630102594		29633.5817863538
-640.3779836100        6.4630102594		29637.4262264760
-640.3286561347        6.4630102594		29666.7732506428
-640.2390393584        6.4630102594		29715.7985991504
-640.3022779591        6.4630102594		29711.3968914219
-640.2804247421        6.4630102594		29697.5138543141
-640.2920150900        6.4630102594		29678.4804279713
-640.2568518192        6.4630102594		29678.0229563630
-640.2109909555        6.4630102594		29688.8264771410
-640.1255395987        6.4630102594		29723.6175077514
-639.9216640961        6.4630102594		29794.6166705087
-639.9204606325        6.4630102594		29807.2965955895
-640.1640812826        6.4630102594		29728.5986164346
-640.4271722733        6.4630102594		29627.0427565356
-640.4635271824        6.4630102594		29583.3294202184
-640.6512317876        6.4630102594		29549.0325348754
-640.5222677598        6.4630102594		29617.7228800088
-640.2129943326        6.4630102594		29719.8750740148
-640.1968342948        6.4630102594		29721.6890073540
-640.2911033585        6.4630102594		29681.0667727215
-640.4330872362        6.4630102594		29637.2420334532
-640.6689638987        6.4630102594		29573.9591471031
-640.8076099435        6.4630102594		29535.9572607182
-640.7232608821        6.4630102594		29566.3711804081
-640.7081353104        6.4630102594		29573.1246401469
-640.7617016898        6.4630102594		29538.4730558273
-640.6758342222        6.4630102594		29541.0957269663
-640.4628149290        6.4630102594		29583.2590530399
-640.5413089926        6.4630102594		29571.8402671631
-640.5694352417        6.4630102594		29571.9092835729
-640.5064290912        6.4630102594		29576.8586845617
-640.5621257969        6.4630102594		29545.5900634010
-640.6751944717        6.4630102594		29502.9977903969
-640.6363507508        6.4630102594		29516.4593931958
-640.2957191620        6.4630102594		29611.8662090075
-640.2625718016        6.4630102594		29613.5140070256
-640.3602373354        6.4630102594		29561.8335004132
-640.3966201857        6.4630102594		29514.4141877236
-640.6692390280        6.4630102594		29439.4987959629
-640.8521105068        6.4630102594		29402.3054008843
-640.8872827858        6.4630102594		29408.7460995219
-640.8342649125        6.4630102594		29434.9301367829
-640.7123383815        6.4630102594		29477.6731942382
-640.5826612227        6.4630102594		29516.0649798293
-640.5628849371        6.4630102594		29512.2519763894
-640.5351855662        6.4630102594		29523.0589147258
-640.6644809323        6.4630102594		29501.1792550451
-640.7865670718        6.4630102594		29459.6938427168
-640.7456331011        6.4630102594		29469.8127422831
-640.5004484896        6.4630102594		29545.2139907908
-640.4908678462        6.4630102594		29574.9688623017
-640.5857203171        6.4630102594		29554.3237719604
-640.8078787526        6.4630102594		29493.8157554768
-640.7010505926        6.4630102594		29507.4358236749
-640.5874710923        6.4630102594		29545.8251581596
-640.6081290229        6.4630102594		29572.0944270292
-640.6016233237        6.4630102594		29596.0365235696
-640.5966361552        6.4630102594		29605.5035951491
-640.6808400609        6.4630102594		29591.5176986832
-640.8322626258        6.4630102594		29563.7957785943
-640.7084120265        6.4630102594		29604.3210673604
-640.3756909567        6.4630102594		29705.4148396212
-640.2219094258        6.4630102594		29774.8655280853
-640.1850164391        6.4630102594		29780.3573111292
-640.2627478507        6.4630102594		29737.1896888993
-640.1686929444        6.4630102594		29729.8034187543
-640.1908771186        6.4630102594		29725.3254772831
-640.0887236870        6.4630102594		29746.8020415902
-640.2012509662        6.4630102594		29702.0026499021
-640.2537379017        6.4630102594		29661.5806837787
-640.2445493044        6.4630102594		29650.8908717738
-640.2423416010        6.4630102594		29642.7146871758
-640.3743676729        6.4630102594		29618.7989978231
-640.4413592277        6.4630102594		29606.1811585122
-640.2961669679        6.4630102594		29629.7508301705
-640.6154357545        6.4630102594		29534.5558124386
-640.8712867626        6.4630102594		29457.3451838366
-640.9869126730        6.4630102594		29427.3363249242
-640.8971877437        6.4630102594		29453.5600809794
-640.5529568674        6.4630102594		29553.3143511590
-640.0936391517        6.4630102594		29682.7470409709
-639.9055009312        6.4630102594		29744.5689482454
-639.8993222792        6.4630102594		29746.0906483224
-640.2494784090        6.4630102594		29668.0606812184
-640.3418410423        6.4630102594		29657.7076574309
-640.1775554255        6.4630102594		29721.7755038420
-639.9352210401        6.4630102594		29809.0091180782
-639.7479932629        6.4630102594		29848.4986817016
-640.3241182285        6.4630102594		29714.3388206524
-640.5177013280        6.4630102594		29636.9869291508
-640.6264351175        6.4630102594		29593.2982522680
-640.5141516575        6.4630102594		29598.4432447294
-640.7159465071        6.4630102594		29547.7207142126
-640.8192226131        6.4630102594		29521.7441654610
-640.8271039597        6.4630102594		29505.9480150537
-640.6234922653        6.4630102594		29551.4273046776
-640.4360366250        6.4630102594		29599.7780575428
-640.2054555011        6.4630102594		29673.7455190508
-640.2125556486        6.4630102594		29703.8361038922
-640.4589875364        6.4630102594		29646.8132254668
-640.4084425372        6.4630102594		29644.1004077879
-640.4487040538        6.4630102594		29619.0194702759
-640.5162435294        6.4630102594		29578.4738012009
-640.5945112860        6.4630102594		29528.0551163132
-640.5764335912        6.4630102594		29518.9058773278
-640.5753560399        6.4630102594		29539.8410549243
-640.4544473993        6.4630102594		29594.9891343858
-640.2653216830        6.4630102594		29658.8538980379
-640.2511422877        6.4630102594		29674.2798179143
-640.4182601888        6.4630102594		29625.8493730090
-640.4143585751        6.4630102594		29623.9991553857
-640.4365029566        6.4630102594		29626.0846061058
-640.3811110082        6.4630102594		29660.3936456632
-640.1728019896        6.4630102594		29738.5218646653
-640.3872690170        6.4630102594		29669.1148362507
-640.6451920607        6.4630102594		29565.5223709219
-640.4923962196        6.4630102594		29588.7420956142
-640.1447184073        6.4630102594		29676.3476452039
-640.1885577156        6.4630102594		29674.8859206344
-640.3148627126        6.4630102594		29652.1607510169
-640.2743749919        6.4630102594		29664.8080070837
-640.2656043508        6.4630102594		29662.7484736786
-640.3997702089        6.4630102594		29624.7379534526
-640.5677069429        6.4630102594		29582.8627584570
-640.5835566127        6.4630102594		29573.0312189707
-640.5517678821        6.4630102594		29560.3672093739
-640.4929325151        6.4630102594		29542.7886305361
-640.5346839762        6.4630102594		29504.4841609638
-640.7718601678        6.4630102594		29449.3325608898
-640.8680735429        6.4630102594		29448.4820045370
-640.7028297952        6.4630102594		29534.6752643419
-640.3054296380        6.4630102594		29687.4419650380
-639.9785970370        6.4630102594		29805.4416227304
-640.1140651203        6.4630102594		29780.4928270227
-640.3605737756        6.4630102594		29705.3641143988
-640.3886720224        6.4630102594		29674.1328270123
-640.3691030692        6.4630102594		29640.3835554402
-640.5904438729        6.4630102594		29537.8321574762
-640.7422467815        6.4630102594		29456.7707694785
-640.5369717017        6.4630102594		29490.0308274627
-640.3807445834        6.4630102594		29550.6092701058
-640.4382390586        6.4630102594		29574.2583487780
-640.3218391022        6.4630102594		29606.2951230909
-640.3101741761        6.4630102594		29628.4667151779
-640.4268873943        6.4630102594		29644.0320496865
-640.4721563241        6.4630102594		29671.3267154949
-640.3442940606        6.4630102594		29722.4525271886
-640.4378418294        6.4630102594		29692.7263969049
-640.6214290700        6.4630102594		29618.2428737111
-640.6685830155        6.4630102594		29569.7996411216
-640.7683074890        6.4630102594		29507.4320998404
-640.8163615586        6.4630102594		29469.0157954591
-640.8879648768        6.4630102594		29451.1961965371
-640.8879030610        6.4630102594		29461.4835666557
-640.9223237408        6.4630102594		29485.4357423819
-640.7611411599        6.4630102594		29537.4696586894
-640.7968409195        6.4630102594		29527.8309951876
-640.8118848154        6.4630102594		29513.7660178642
-640.6917833449        6.4630102594		29541.6009365034
-640.5329958088        6.4630102594		29591.0292335504
-640.4936491318        6.4630102594		29603.5273021673
-640.7448817625        6.4630102594		29544.8490101026
-640.7010465652        6.4630102594		29553.1940733731
-640.4116112039        6.4630102594		29620.0722423794
-640.5091041903        6.4630102594		29608.0765900623
-640.5936544142        6.4630102594		29596.0402118885
-640.4553705784        6.4630102594		29648.7880747433
-640.2016638169        6.4630102594		29726.0599256513
-640.2307860498        6.4630102594		29725.6643053180
-640.3269904250        6.4630102594		29705.8608674658
-640.2158261028        6.4630102594		29745.0812382993
-639.9149106599        6.4630102594		29838.3481959713
-639.7190126473        6.4630102594		29888.1149951580
-639.8422596592        6.4630102594		29824.2814767469
-640.1537825125        6.4630102594		29696.6568807553
-640.6021717794        6.4630102594		29587.5321550287
-640.4929285853        6.4630102594		29628.9441164289
-640.3881051083        6.4630102594		29687.5608945376
-640.4724697129        6.4630102594		29675.7903702309
-640.4812053570        6.4630102594		29663.4709798466
-640.5961658153        6.4630102594		29624.7862547803
-640.7626229060        6.4630102594		29575.0925145633
-640.7901789788        6.4630102594		29561.5130324201
-640.7427555292        6.4630102594		29568.3568547142
-640.8575530519        6.4630102594		29539.8699592290
-640.8544925058        6.4630102594		29512.3912102550
-640.9826991296        6.4630102594		29454.7206051491
-641.0043609488        6.4630102594		29440.5128504720
-640.8921830814        6.4630102594		29478.9738562622
-640.8199902570        6.4630102594		29524.7713119790
-640.7560591252        6.4630102594		29561.3098645893
-640.7302326257        6.4630102594		29579.4526478222
-640.8445227220        6.4630102594		29556.6145065076
-640.8660162416        6.4630102594		29564.6954808950
-640.6314535834        6.4630102594		29642.7377325354
-640.4191885545        6.4630102594		29711.2751722138
-640.3460436332        6.4630102594		29747.6289346340
-640.2121569269        6.4630102594		29779.8021712135
-640.2182405276        6.4630102594		29752.6298927888
-640.1454679585        6.4630102594		29760.6577503950
-639.9390731759        6.4630102594		29808.4813173195
-639.9544581456        6.4630102594		29797.3447953853
-639.8744485754        6.4630102594		29794.7057381860
-640.0299968680        6.4630102594		29732.2809794584
-640.3890310641        6.4630102594		29618.5436233431
-640.6161451454        6.4630102594		29550.7178362410
-640.5613751317        6.4630102594		29554.2132186524
-640.2995548137        6.4630102594		29605.7215295307
-640.1189187829        6.4630102594		29649.3475711893
-639.9562137557        6.4630102594		29710.4386156314
-639.8296298027        6.4630102594		29789.6396626570
-639.7443825595        6.4630102594		29848.0570794309
-639.6352381569        6.4630102594		29871.9623615465
-639.9247740161        6.4630102594		29792.8353295177
-640.2939788878        6.4630102594		29704.8423646512
-640.4665364310        6.4630102594		29670.5088143075
-640.4376698146        6.4630102594		29670.2840544364
-640.5219685600        6.4630102594		29640.0077773291
-640.6154813201        6.4630102594		29586.2812080385
-640.7137669640        6.4630102594		29534.4173755405
-640.7023482969        6.4630102594		29540.7502999720
-640.3981610689        6.4630102594		29632.5966150516
-640.1544791217        6.4630102594		29707.7525105472
-640.1078935581        6.4630102594		29723.9479688034
-640.3938139421        6.4630102594		29674.0085356651
-640.3213855079        6.4630102594		29705.5103769811
-640.2334033800        6.4630102594		29741.1914365312
-640.1197250096        6.4630102594		29759.6313877528
-639.9704853788        6.4630102594		29765.8835021209
-640.0355757148        6.4630102594		29729.8249644218
-640.1006676606        6.4630102594		29683.3164991506
-640.1305685265        6.4630102594		29643.3857739109
-640.3489469061        6.4630102594		29586.6340359863
-640.5485979028        6.4630102594		29525.0615214001
-640.7073881010        6.4630102594		29480.3199879445
-640.3994631353        6.4630102594		29557.5963806466
-640.2097068822        6.4630102594		29626.7456355604
-640.0499750299        6.4630102594		29695.8312565591
-640.0664182151        6.4630102594		29715.9304484661
-640.1303312961        6.4630102594		29726.2467784269
-640.0975714872        6.4630102594		29744.9718577487
-640.1374933669        6.4630102594		29728.7280452714
-640.1410672166        6.4630102594		29734.1174306073
-639.9079375250        6.4630102594		29811.4184545635
-639.5404996765        6.4630102594		29930.0045038543
-639.6295203577        6.4630102594		29928.7201441719
-639.9567993083        6.4630102594		29849.2723174959
-640.1643874182        6.4630102594		29770.0246102780
-640.3399991037        6.4630102594		29695.0803972812
-640.3215148388        6.4630102594		29671.9689441377
-640.2563896351        6.4630102594		29680.4240788681
-640.4677727723        6.4630102594		29625.5031958381
-640.6116354131        6.4630102594		29581.8994910357
-640.4306700937        6.4630102594		29622.5737069531
-640.4884304791        6.4630102594		29615.0458931516
-640.4995034025        6.4630102594		29627.0141775023
-640.3509778859        6.4630102594		29701.6424591848
-640.1680573521        6.4630102594		29770.2602700615
-640.4289246203        6.4630102594		29706.2804427163
-640.5941700214        6.4630102594		29647.5684502139
-640.4605016703        6.4630102594		29671.2673530237
-640.2000743834        6.4630102594		29727.1051895654
-640.3301943336        6.4630102594		29674.1842240097
-640.5550769245        6.4630102594		29592.2097681697
-640.6018913032        6.4630102594		29556.5331266752
-640.5762335329        6.4630102594		29559.0487317409
-640.5243454619        6.4630102594		29585.0874311782
-640.5402610094        6.4630102594		29576.7393807894
-640.6573126709        6.4630102594		29541.1524847871
-640.7251127039        6.4630102594		29542.6551889141
-640.5874725798        6.4630102594		29590.7781022377
-640.6384982778        6.4630102594		29563.9834976259
-640.7577601054        6.4630102594		29512.9734627156
-640.7292600012        6.4630102594		29516.1236856055
-640.9373347408        6.4630102594		29475.2811698781
-640.9952128031        6.4630102594		29453.6325752665
-640.9457312203        6.4630102594		29461.7282752062
-640.8536140559        6.4630102594		29473.6770047332
-640.7653370698        6.4630102594		29493.8412313556
-640.7577828961        6.4630102594		29508.2156642480
-640.8955635072        6.4630102594		29475.2586216369
-640.9857768255        6.4630102594		29449.6582873958
-640.8146733550        6.4630102594		29502.7367016681
-640.4558349454        6.4630102594		29596.4982831066
-640.5517437005        6.4630102594		29568.1764840378
-640.6741498258        6.4630102594		29515.7999860989
-640.6419875833        6.4630102594		29521.1306686155
-640.2439716031        6.4630102594		29642.1067213197
-640.0530208741        6.4630102594		29714.8842689953
-640.1237750283        6.4630102594		29695.8397791409
-640.3928957876        6.4630102594		29612.9398469227
-640.6853818739        6.4630102594		29525.1709137237
-640.7784438973        6.4630102594		29499.2713825025
-640.6729281095        6.4630102594		29536.5448009214
-640.3488895555        6.4630102594		29625.7326880089
-640.2420801201        6.4630102594		29684.7980587345
-640.1596793692        6.4630102594		29717.9339663472
-640.3611385848        6.4630102594		29642.5922449071
-640.6984997827        6.4630102594		29520.6637140590
-640.8462775171        6.4630102594		29468.0397310034
-640.6902677394        6.4630102594		29511.5898640871
-640.6252000706        6.4630102594		29564.6360694309
-640.3461425014        6.4630102594		29665.0810488286
-640.1852339894        6.4630102594		29726.7115049129
-640.1220191832        6.4630102594		29743.2496489947
-640.1587110407        6.4630102594		29726.1302810168
-640.3775056863        6.4630102594		29665.5922582458
-640.4113869288        6.4630102594		29624.1385246455
-640.5639796625        6.4630102594		29561.6626722986
-640.6004096827        6.4630102594		29535.8335437096
-640.4487447882        6.4630102594		29574.8442030507
-639.9778713399        6.4630102594		29700.5257393029
-639.9405854695        6.4630102594		29722.9377448076
-640.0670047211        6.4630102594		29705.3745390594
-640.0877040352        6.4630102594		29734.0940422383
-639.9617830022        6.4630102594		29816.4442252474
-639.8918682711        6.4630102594		29870.2661984790
-639.9250185102        6.4630102594		29865.4237364523
-640.0171048436        6.4630102594		29832.6413953204
-640.0161502152        6.4630102594		29809.8041281147
-640.1488662670        6.4630102594		29745.1223132404
-640.4103955356        6.4630102594		29656.4481438933
-640.6854180772        6.4630102594		29570.7415956132
-640.8042513282        6.4630102594		29534.6793830516
-640.7245163860        6.4630102594		29569.5672847586
-640.5422697421        6.4630102594		29638.4438022782
-640.3578386732        6.4630102594		29699.6595878677
-640.4693368045        6.4630102594		29668.0678306289
-640.6694236137        6.4630102594		29602.1833743270
-640.7208032409        6.4630102594		29576.7216282101
-640.6468233235        6.4630102594		29594.7148612019
-640.4482217848        6.4630102594		29636.0959424263
-640.3388645184        6.4630102594		29661.7665427014
-640.2730464851        6.4630102594		29679.8832251018
-640.2998080572        6.4630102594		29665.7057313182
-640.2313098947        6.4630102594		29674.8907167404
-640.3203400945        6.4630102594		29674.1459802333
-640.2524032951        6.4630102594		29713.5770987752
-640.1763225479        6.4630102594		29737.3829527526
-640.3583474661        6.4630102594		29701.4057486923
-640.4586952251        6.4630102594		29689.7072129332
-640.3193938907        6.4630102594		29729.7818336764
-640.1077205111        6.4630102594		29800.5470606481
-639.9486200436        6.4630102594		29840.2868688674
-640.3643837725        6.4630102594		29727.4767350465
-640.4044369461        6.4630102594		29701.5596904615
-640.5310243842        6.4630102594		29644.0880461989
-640.6617811331        6.4630102594		29593.1429912454
-640.5652059268        6.4630102594		29620.5881302648
-640.2662228117        6.4630102594		29694.4044117420
-640.1753475692        6.4630102594		29707.2685622733
-640.2843106141        6.4630102594		29648.5782479744
-640.6960096954        6.4630102594		29512.2657613000
-640.9489439796        6.4630102594		29427.7206849986
-640.7763441292        6.4630102594		29479.6766974537
-640.5241036861        6.4630102594		29551.3927590914
-640.7109195650        6.4630102594		29504.6295487069
-640.7137956308        6.4630102594		29507.4247380243
-640.4619953784        6.4630102594		29594.8665278369
-640.3395972697        6.4630102594		29652.1892264557
-640.2673319411        6.4630102594		29699.8143589007
-640.1334678864        6.4630102594		29759.6419388070
-640.0633449839        6.4630102594		29787.7113412661
-640.1677237395        6.4630102594		29740.5117254471
-640.1359352906        6.4630102594		29723.7122785580
-640.2289347188        6.4630102594		29715.2330797168
-640.2886255395        6.4630102594		29710.6005008863
-640.4745357985        6.4630102594		29657.3734326266
-640.5835082892        6.4630102594		29626.1882591409
-640.5357635555        6.4630102594		29629.3381757035
-640.4240158706        6.4630102594		29645.5874379707
-640.3617830501        6.4630102594		29648.5878432662
-640.5026715915        6.4630102594		29610.3740054507
-640.6137775803        6.4630102594		29569.7868809860
-640.6010605082        6.4630102594		29564.0775821859
-640.5096982624        6.4630102594		29594.8995758095
-640.3411993294        6.4630102594		29650.8582285988
-640.2676431522        6.4630102594		29687.3382354487
-640.2555179461        6.4630102594		29692.1711012472
-640.3809984057        6.4630102594		29636.4607158044
-640.7266733946        6.4630102594		29530.4834133055
-640.9502805437        6.4630102594		29465.3034822064
-640.8674146730        6.4630102594		29482.8109477336
-640.4420629457        6.4630102594		29579.9648327266
-640.1271662445        6.4630102594		29654.8355933825
-640.1150947561        6.4630102594		29662.3840055577
-640.2305725932        6.4630102594		29645.9573277843
-640.1738482996        6.4630102594		29673.8099630881
-640.0781048509        6.4630102594		29710.1992132724
-640.0478742178        6.4630102594		29756.9127942723
-639.9170575831        6.4630102594		29813.8899011650
-639.8622055255        6.4630102594		29814.4834595627
-639.9318054001        6.4630102594		29760.0518891968
-640.1673073305        6.4630102594		29665.2479969465
-640.3191476648        6.4630102594		29593.7122508075
-640.4718137817        6.4630102594		29545.1856107931
-640.4503539160        6.4630102594		29552.3227479890
-640.3446785662        6.4630102594		29596.4003712875
-640.4418387174        6.4630102594		29606.7742798518
-640.5925432702        6.4630102594		29605.5593438350
-640.4795336263        6.4630102594		29650.8455853739
-640.2948569445        6.4630102594		29702.3783398826
-640.1608189088        6.4630102594		29731.5089058116
-640.0737368853        6.4630102594		29743.7069820176
-640.1001867088        6.4630102594		29700.3277363585
-640.3431794739        6.4630102594		29591.7913731664
-640.5058100987        6.4630102594		29513.3853218662
-640.6783642355        6.4630102594		29466.2347540750
-640.7187918063        6.4630102594		29462.0289085933
-640.7274561042        6.4630102594		29467.4177497234
-640.7249525506        6.4630102594		29481.0764089529
-640.6461468446        6.4630102594		29524.5235007922
-640.4700963059        6.4630102594		29602.2216012659
-640.2997908342        6.4630102594		29683.4743394780
-640.2187787957        6.4630102594		29728.1371770006
-640.2829419526        6.4630102594		29700.8153563175
-640.5389365662        6.4630102594		29612.2493651137
-640.7545306806        6.4630102594		29535.4940918090
-640.7633885249        6.4630102594		29515.5369832740
-640.4459066722        6.4630102594		29590.8010528090
-639.9694573348        6.4630102594		29726.2091856113
-640.1319940859        6.4630102594		29703.4747251742
-640.2948510111        6.4630102594		29637.7346120752
-640.4616805489        6.4630102594		29604.8564257923
-640.3609279541        6.4630102594		29643.3744130306
-640.4772375138        6.4630102594		29625.9598211593
-640.6322367065        6.4630102594		29596.9990741638
-640.4128578570        6.4630102594		29654.8046130461
-640.2500061698        6.4630102594		29706.7094703958
-640.2338684140        6.4630102594		29708.0878070294
-640.2969897924        6.4630102594		29672.1923080910
-640.3158389534        6.4630102594		29656.4916582182
-640.2484280607        6.4630102594		29686.3690298110
-640.2658798571        6.4630102594		29683.9250017322
-640.3887693621        6.4630102594		29630.3153813384
-640.7537395572        6.4630102594		29534.5240021719
-640.8247964038        6.4630102594		29532.5990303513
-640.5527036932        6.4630102594		29625.1070258117
-640.3365352175        6.4630102594		29697.4204984807
-640.1290789529        6.4630102594		29757.1105415553
-640.0310903784        6.4630102594		29787.3782431789
-640.1700785898        6.4630102594		29729.1773196831
-640.4009716865        6.4630102594		29658.0429669524
-640.2803098195        6.4630102594		29698.4438099269
-640.1010831589        6.4630102594		29749.4526120072
-640.0876648177        6.4630102594		29745.4624877068
-640.1424984473        6.4630102594		29734.2670445024
-639.8294722438        6.4630102594		29801.1957317757
-639.9120845260        6.4630102594		29745.4697405556
-640.4674615842        6.4630102594		29579.9586160718
-640.6843009473        6.4630102594		29521.7385240003
-640.5120677330        6.4630102594		29578.7719065522
-640.5014674960        6.4630102594		29576.9923493039
-640.5086691805        6.4630102594		29601.1506218418
-640.4938422237        6.4630102594		29615.5909619883
-640.4435748091        6.4630102594		29627.0789189984
-640.4652441940        6.4630102594		29618.6007206412
-640.3689048192        6.4630102594		29648.9513717353
-640.2776198386        6.4630102594		29689.5032843065
-640.3363220772        6.4630102594		29672.9361573498
-640.2865810099        6.4630102594		29673.9252758737
-640.3180061477        6.4630102594		29656.0337286966
-640.5423055325        6.4630102594		29590.7991029277
-640.6875965917        6.4630102594		29556.6797434007
-640.4525777714        6.4630102594		29612.7260455203
-640.2434363268        6.4630102594		29662.6900196464
-640.1727282041        6.4630102594		29676.1801116871
-640.2218504873        6.4630102594		29672.7464622771
-640.2312593444        6.4630102594		29674.4085057886
-640.0539275809        6.4630102594		29701.1551771383
-640.1959722915        6.4630102594		29658.8135754936
-640.2854313555        6.4630102594		29627.1182872935
-640.3326190594        6.4630102594		29617.5452009714
-640.3713399341        6.4630102594		29620.2679267044
-640.2307962410        6.4630102594		29654.7609359602
-640.2389634845        6.4630102594		29653.5685260593
-640.3839360475        6.4630102594		29613.4463611954
-640.3834168633        6.4630102594		29619.7151864340
-640.2911021720        6.4630102594		29651.8185044691
-640.3619841918        6.4630102594		29651.6225462077
-640.1658101815        6.4630102594		29711.9244445448
-640.0296611379        6.4630102594		29755.9589645939
-640.2712970498        6.4630102594		29686.5650289870
-640.5172332637        6.4630102594		29599.5752779001
-640.6809494772        6.4630102594		29543.2549939197
-640.6077867630        6.4630102594		29551.1227918385
-640.3940672564        6.4630102594		29600.1560410297
-640.2892306948        6.4630102594		29627.5357408042
-640.2222868177        6.4630102594		29631.7192295544
-640.1233856556        6.4630102594		29648.1009226791
-639.9638940250        6.4630102594		29703.2486976605
-639.9682426939        6.4630102594		29727.7288265673
-640.2013853600        6.4630102594		29656.1622205041
-640.3255680441        6.4630102594		29590.4876409830
-640.2806253587        6.4630102594		29572.4758775004
-640.5328902629        6.4630102594		29496.3419386300
-640.5551621204        6.4630102594		29500.3497571294
-640.3719633912        6.4630102594		29565.4005281755
-640.3500028385        6.4630102594		29596.4042084133
-640.4612384380        6.4630102594		29580.0703733543
-640.3849104176        6.4630102594		29596.6265802434
-640.3273494742        6.4630102594		29600.6819402163
-640.4256072390        6.4630102594		29581.7849952459
-640.4198541202        6.4630102594		29596.9520847703
-640.2489710061        6.4630102594		29653.6618669421
-640.1434901455        6.4630102594		29682.9581826323
-640.2219257214        6.4630102594		29661.0835352287
-640.3891422272        6.4630102594		29624.8870796715
-640.5181649343        6.4630102594		29581.7710733698
-640.6135804200        6.4630102594		29538.4182521791
-640.5929337778        6.4630102594		29533.2937438185
-640.6455451865        6.4630102594		29532.2356364829
-640.5147519748        6.4630102594		29580.2551531100
-640.3870650849        6.4630102594		29632.0463654876
-640.4063789140        6.4630102594		29647.8934242788
-640.2444469004        6.4630102594		29698.4109034146
-640.0117021386        6.4630102594		29753.4301948553
-640.0332968683        6.4630102594		29743.0734261766
-640.1039384323        6.4630102594		29713.4640924673
-640.1399841430        6.4630102594		29708.4354615696
-640.1250636094        6.4630102594		29716.2490342418
-640.3182858665        6.4630102594		29642.7866097401
-640.6113136549        6.4630102594		29528.3350315049
-640.6702009345        6.4630102594		29474.5665522640
-640.4930715541        6.4630102594		29502.1162662256
-640.2977133060        6.4630102594		29561.5720181965
-640.1864379420        6.4630102594		29616.9398726013
-640.1764268742        6.4630102594		29633.1329259198
-640.1539805442        6.4630102594		29650.6962546556
-640.2556089612        6.4630102594		29650.8035343853
-640.2110529863        6.4630102594		29680.6176914751
-640.2963072414        6.4630102594		29659.1201729211
-640.4738750587        6.4630102594		29596.6879113908
-640.6634515916        6.4630102594		29511.3966325031
-640.8841160474        6.4630102594		29423.0498407987
-640.8813141945        6.4630102594		29417.3361394115
-640.6161297112        6.4630102594		29519.1784362303
-640.1599831324        6.4630102594		29694.7620825043
-640.0013277037        6.4630102594		29773.8546810195
-640.2055311697        6.4630102594		29717.3235336898
-640.2946635993        6.4630102594		29680.8701503363
-640.1630419373        6.4630102594		29705.3092014893
-640.4023733799        6.4630102594		29661.1830729252
-640.4702165847        6.4630102594		29646.0886389223
-640.6330883338        6.4630102594		29598.3756082915
-640.7696936971        6.4630102594		29547.0516557293
-640.4556669510        6.4630102594		29603.6529392694
-640.2967658471        6.4630102594		29654.4313772680
-640.2825820674        6.4630102594		29652.5862578384
-640.3333483256        6.4630102594		29621.5443526307
-640.3954614976        6.4630102594		29602.7396624843
-640.2778892006        6.4630102594		29627.0631335416
-640.1836900920        6.4630102594		29639.0333306741
-640.4976395164        6.4630102594		29574.1462504415
-640.5655368473        6.4630102594		29576.7104196557
-640.2953344561        6.4630102594		29661.9087385998
-640.0456553213        6.4630102594		29726.2993612397
-640.0546457038        6.4630102594		29716.8367138627
-640.1481187357        6.4630102594		29683.4205621389
-640.0849907329        6.4630102594		29710.0665618077
-639.9943425488        6.4630102594		29727.1711748907
-640.3258852846        6.4630102594		29629.9572935272
-640.4852751973        6.4630102594		29565.9472245197
-640.5077843151        6.4630102594		29551.6830719364
-640.4414288777        6.4630102594		29573.9709317275
-640.3714110894        6.4630102594		29595.5489154642
-640.3372960697        6.4630102594		29600.8144256220
-640.3252868495        6.4630102594		29606.7159646413
-640.2842978650        6.4630102594		29638.0953328358
-640.1484174186        6.4630102594		29687.5819321783
-640.1982300337        6.4630102594		29688.2548957699
-640.1931157854        6.4630102594		29697.6113763279
-640.1195358571        6.4630102594		29718.4982139083
-639.9948441732        6.4630102594		29750.6787268621
-640.2212232735        6.4630102594		29661.8535777151
-640.4789243591        6.4630102594		29556.0407195879
-640.4037005991        6.4630102594		29561.5083537923
-640.0902335798        6.4630102594		29653.3081665070
-640.1177254126        6.4630102594		29677.0695548689
-640.2660628470        6.4630102594		29665.6637250297
-640.2754537705        6.4630102594		29679.2903762018
-640.3787694914        6.4630102594		29662.5033087015
-640.5679089756        6.4630102594		29603.1090697994
-640.6087561055        6.4630102594		29577.4058519140
-640.6219408935        6.4630102594		29562.8766297122
-640.5741144623        6.4630102594		29581.4398296971
-640.4390703696        6.4630102594		29629.8182208805
-640.4732571673        6.4630102594		29627.4180927597
-640.3999035979        6.4630102594		29654.1198605965
-640.0593711692        6.4630102594		29746.9468824657
-639.9274377703        6.4630102594		29808.1567357333
-639.8615176152        6.4630102594		29857.1083186243
-639.8620530578        6.4630102594		29870.4927026202
-640.0139877041        6.4630102594		29814.8839659302
-640.1405878957        6.4630102594		29735.6119946781
-640.2031529702        6.4630102594		29669.4385330939
-640.4431861546        6.4630102594		29582.5699406356
-640.6506287774        6.4630102594		29515.2561840924
-640.7762857626        6.4630102594		29481.5556387470
-640.6998888725        6.4630102594		29492.8001526179
-640.4188000727        6.4630102594		29553.2341950518
-640.3761690312        6.4630102594		29582.3614439165
-640.1754941816        6.4630102594		29626.6323352662
-640.4134241819        6.4630102594		29569.5461807294
